City,Point of Interest,Review,Adventure & Outdoors,Spiritual,Nature & Retreat,Isolated or Hippie,Heritage,Travel & Learn,Social Tourism (Volunteer & Travel),Nightlife & Events,Shopping,Compound score
Rishikesh,The Beatles Ashram,hear sound time exist anymoor fantast even everyth fallen natur take fantast place gover let be,0,0,1,0,1,0,0,0,0,0.3194
Pushkar,Pushkar Lake,well known place reach indian old cultur heritag lake surround araab hill mani big small templ market ghat etc etc etc reason like emphasi known place crowd well park main brambha templ quit walk surround mani big small shop restaur chose buy wise shop plenti option bargain item sell mani call brambhin ask guid requir requir stori offer natur path surround still hold old ancient indian cultur visibl day indian citi grasp guid offer observ mint money make odd odd stuff guest main reason write this,0,0,1,0,1,0,0,0,0,0.86345
Agra,Mehtab Bagh,difficult get alot traffic garden nice peopl go view taj even time visit taj sunris day,0,0,1,0,1,0,0,0,0,0.5386
Agra,Agra Fort,origin built local hindu leader around year fort later adopt first mughal leader area sikand lodi late today fort still use indian militari interest portion open public,0,0,1,0,1,0,0,0,0,0.7859499999999999
Pushkar,Pushkar Lake,pushkar love town camel fair live camel hors cattl sellor buyer great sideshow must visit can,1,0,1,0,0,0,0,0,0,0.9455
Pushkar,Pushkar Lake,dont accept flower hand anyon lead water edg use religion fals pretens scam money couldnt believ blatant disrespect dont give anyth,0,1,1,0,1,0,0,0,0,0.13324999999999998
Agra,Jahangir Mahal,jahangir mahal seem import beauti hand work red store part palac use women emperor famili big stoe bowel call hauz e jahangir,0,0,0,0,1,0,0,0,0,0.74695
Agra,Tomb of Itimad-ud-Daulah,locat opposit side river agra fort gem architectur detail well worth visit set tranquil area built taj mahal itself,0,0,1,0,1,0,0,0,0,0.74695
Agra,Agra Fort,exceed expect huge fort ornament part open public stun well worth visit allow hour justic bother guid unless real histori buff,0,0,1,0,1,0,0,0,0,0.79295
Agra,Agra Fort,would truli recommend fort great histori stun architectur guid tour must would get know lot inform fort well maintain beauti,0,0,1,0,1,0,0,0,0,0.91355
Rishikesh,Ram Jhula,place beauti love mani place visit see mani thing,0,0,1,0,1,0,0,0,0,0.81845
Mussoorie,Lal Tibba,noth much see plan stay hour even half hour seem likf etern here,0,0,1,0,1,0,0,0,0,0.5
Agra,Mehtab Bagh,come agra undoubt plan see taj mahal add side trip plan see taj river side get time right see sunset special ground beauti guid told us plan rebuild reflect pool realli realli would like see that,0,0,1,0,1,0,0,0,0,0.81845
Agra,Agra Fort,absolut connect taj mahal geograf en histor mean still place histori lucki non offici guid still knew much,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,outsid look small bore start walk courtyard like kind tardi must courtyard behind guid knowledg made tour interest would high recommend visit here,0,0,1,0,1,0,0,0,0,0.9277500000000001
Agra,Agra Fort,come dont realli need go fort beauti built make sure get guid explain histori you,0,0,1,0,1,0,0,0,0,0.6591
Agra,Agra Fort,get visit build rest use indian armi high recommend tour guid make mot visit get hot umbrella sun hat need,0,0,1,0,1,0,0,0,0,0.6806
Agra,Agra Fort,bother visit fort agra im glad massiv scale full interest area well preserv impress mani differ way worth guid though prepar haggl alway,0,0,1,0,1,0,0,0,0,0.92955
Agra,Wildlife SOS,place sad uplift stori heard beauti creatur staff work hard care support need conserv continu best best place visit learn,0,0,1,0,0,0,0,0,0,0.9478500000000001
Agra,Agra Fort,part precinct real hous wonder well far sight taj mahal nevertheless rest kind repetit militari build india interest outstand,0,0,1,0,1,0,0,0,0,0.9088
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,The Beatles Ashram,calm atmospher quiet getaway love natur around abandon place,0,1,1,0,0,0,0,0,0,0.7787
Agra,Tomb of Itimad-ud-Daulah,icon build first muslim monument built complet marbl immens use inlay work karan sachan walk tour help us understand gradual develop islam build india anoth love tour babi taj,0,0,0,0,1,0,0,0,0,0.89225
Agra,Agra Fort,fort well worth visit architectur fill interest arch tile work door siz usual get away crowd take pictur enjoy magnific stone work went various structur make compound lot walk ramp made easier peopl difficult go stair idf possibl would advis visit taj first fort,0,0,1,0,1,0,0,0,0,0.95765
Agra,Kalakriti Cultural & Convention Center,entertain group got laugh horribl half live half video everyon wear headphon done differ languag troubl still hear local dialogu headphon absolut worst act ever could tell laugh cri definit save time money one,0,0,1,0,1,0,0,0,0,0.91125
Agra,Jawab Masjid,red build insid taj mahal agra must watch actual beauti would even better notic board depict import tomb reason behind build,0,1,0,0,1,0,0,0,0,0.7202
Agra,Agra Fort,histori behind fort incred famili live sound wonder glad abl visit,0,0,1,0,1,0,0,0,0,0.7294
Agra,Agra Fort,huge built red stone realli beauti gain lot knowledg histori special befeci children great memor experi,0,0,1,0,1,0,0,0,0,0.9550000000000001
Agra,Shahin Arts,workmanship beauti well worth see regret buy bit hard sale tactic polit carri out,0,0,1,0,1,0,0,0,0,0.4742
Agra,Wildlife SOS,word cant describ appreci have,0,0,1,0,1,0,0,0,0,0.5
Agra,Shahin Arts,geotechn engin deal materi e g soil rock natur exhibit vari uncertain behavior due imprecis physic process associ format materi model behavior materi geotechn engin applic complex sometim beyond abil tradit form physic base engin method artifici intellig ai becom popular particular amen model complex behavior geotechn engin applic demonstr superior predict abil compar tradit method,0,0,1,0,1,0,0,0,0,0.81245
Agra,Agra Fort,great experi made excel pictur must see trip agra,0,0,1,0,1,0,0,0,0,0.8982
Agra,Agra Fort,congest traffic manic well worth effort go see downsid keep eye floor avoid dog drop,0,0,1,0,1,0,0,0,0,0.4614
Agra,Jama Masjid (Agra),locat far agra fort found atmospher nice rais courtyard view onto market street cleric discuss littl kid play hide seek mosqu made interest half hour,0,0,1,0,1,0,0,0,0,0.87895
Agra,Agra Fort,agra red fort beauti fusion iranian indian architectur histori see tajmah agra fort,0,0,1,0,1,0,0,0,0,0.5
Pushkar,Brahma Temple,templ visit first went ajmer last week th juli went alon photographi prohibit world famous brahma templ climb stair reach templ nice experi,0,1,1,0,1,0,0,0,0,0.7202
Mussoorie,Kempty Falls,fall nice area water fall flow downward small otherwis nice place,1,0,1,0,0,0,0,0,0,0.8404
Agra,Mother Teresa's Missionaries of Charity,tour guid take place tah mahal instead fort bought crayon color book wafer cooki nun,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,even aarti har ki paudi quit crowd realli want enjoy ritual go place,0,1,0,0,1,0,0,0,0,0.77115
Mussoorie,Lal Tibba,locat good facil even like washroom climb second floor restaur charg rupe per head keep aw save grace binocular let good look get good pictur place tourist attract maintain better,0,0,1,0,0,0,0,0,0,0.9833000000000001
Agra,Agra Fort,anyon visit taj visit agra fort must intertwin histori must learn shah jahan mumtaz mughal ruler resid agra fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,visit mani fort india agra fort definit best well maintain work continu restor differ area build huge complex interest histori plus great view taj mahal weather good,0,0,1,0,1,0,0,0,0,0.97795
Agra,Agra Fort,coupl time earlier right opposit taj good tourist attract fill mughal histori pleas take umbrella water bottl special summer coz walk lot take min hour complet fort tour,0,0,1,0,1,0,0,0,0,0.8982
Agra,Agra Fort,architectur agra fort stun histori behind well worth visit,0,0,1,0,1,0,0,0,0,0.7294
Agra,Agra Fort,went taj mahal big mistak noth worth see taj guess could fun beauti come agra fort first,0,0,1,0,1,0,0,0,0,0.81845
Rishikesh,Kunjapuri Devi Temple,kunjapuri devi shakti peeth relev hinduism peopl visit place known sunris point drive tapovan take around hour earli hour dawn reach around morn earli summer visit first week april visit templ along wit great sunris amidst hill complex small shop serv tea maggi probabl munch afterward,0,0,1,0,1,0,0,0,0,0.81845
Pushkar,Pushkar Lake,nice lake holi,1,1,1,0,1,0,0,0,0,0.71075
Rishikesh,The Beatles Ashram,love beatl visit place renov allow folk day insid natur preserv tiger care lot grafiitti old day get better understand beatl time india mahesh yogi song written e sexi sadi number,0,1,1,0,0,0,0,0,0,0.9550000000000001
Pushkar,Pushkar Lake,pushkar lake beauti area sunset goe lot see realli beauti experi,1,1,1,0,1,0,0,0,0,0.5
Mussoorie,Lal Tibba,place far mall road drive steep general narrow road take taxi experienc driver reach either take ticket view telescop order food most latter good option food serv good although bit cost telescop good condit place hype view take bad review away come mind,0,0,1,0,0,0,0,0,0,0.86495
Rishikesh,Ram Jhula,main road easi access ram jhula walk templ side u stop pic watch mighi ganga flow below,0,0,1,0,1,0,0,0,0,0.352
Agra,Agra Fort,must visit see histori unfold walk room fort captur essenc was,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Lal Tibba,see beauti place around hope visit enjoy,0,0,1,0,1,0,0,0,0,0.86345
Pushkar,Pushkar Lake,warn went pushkar priest bless hold lake demand money privileg steer clear experi went lake obvious area hold signific other other cannot realli say much more,1,1,1,0,1,0,0,0,0,0.77115
Agra,Mehtab Bagh,includ normal tourist attract everyon want cover agra day day ideal enjoy tourist attract agra,0,0,1,0,1,0,0,0,0,0.94895
Pushkar,Pushkar Lake,pushkar lake beauti area sunset goe lot see realli beauti experi,1,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Camel's Back Road,absolut love walk everi day day mussoori rest mussoori flood car honk nois peopl place feel absolut divin stop road excel photo op breathtak view absolut quiet peac peopl around,0,0,1,0,0,0,0,0,0,0.8592
Pushkar,Pushkar Lake,spent sunset lake vibe good miss go sunset point enjoy atmospher,1,1,1,0,1,0,0,0,0,0.83525
Agra,Tomb of Itimad-ud-Daulah,carv monument said done noor jahan tomb remembr foster parent brought india death parent desert enjoy carv place visit agra,0,0,0,0,1,0,0,0,0,0.41105
Pushkar,Pushkar Lake,went camel fair local guid turn best thing could done lala guid son local priest enter quit way templ side lake quiet non tourist view action explan lake came use mani way unawar ask donat approach tout hawker like lala non popul side notic issu cleanli cant find tour guid write separ review lala pushkar yahoo e mail small town hes popular guy later sunset cafe pushkar lake eat dinner stop chat near everi tabl pull chair ask rest day local insight made trip,1,1,1,0,1,0,0,0,0,0.9220999999999999
Agra,Wildlife SOS,place real deal eleph rescu circus templ place suffer terribl abus eleph place nice life posit attent love care knowledg staff naresh gave us tour master degre zoolog candid knew talk knew eleph name knew habit fed eleph watch get medic treatment play high recommend anyon love anim,0,0,1,0,0,0,0,0,0,0.97065
Mussoorie,Camel's Back Road,differ mussoori mall road quiet clean view road camel back good,1,0,1,0,0,0,0,0,1,0.8404
Agra,Agra Fort,agra fort prestigi heritag symbol view taj mahal absolut stun know shah jahan jail cell worst view taj mahal exampl aurangazeb hatr father room lavish place rich must busi fort back day merchant fort absolut apt take mani mani pictur light everyth super cool went march first week weather good tip bewar guid petti seller,0,0,1,0,1,0,0,0,0,0.91125
Mussoorie,Kempty Falls,nice experi kempti fall though clean thought good think go season swim there,1,0,1,0,0,0,0,0,0,0.9063
Agra,Kalakriti Cultural & Convention Center,show start min durat ticket price rs call reserv ticket purchas advanc show music explain mughal histori end color display huge taj mahal replica,0,0,1,0,1,0,0,0,0,0.6591
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,almost go agra fort jet lag guid talk us afford visit great add taj mahal much histori stori intertwin place keep taj ticket get small discount,0,0,1,0,1,0,0,0,0,0.70095
Mussoorie,Tibetan Buddhist Temple,well bhudhha templ situat clementown area nice peac place hang famili friend insid area templ peac fill lot posit energi lush green grass front ideal relax restaur nice special noodl,0,1,1,0,1,0,0,0,0,0.9789
Agra,Tomb of Itimad-ud-Daulah,lot see insid realli tomb area much worth visit ground nice walk around cours monkey dog roam freeli well behav,0,0,1,0,1,0,0,0,0,0.85015
Agra,Agra Fort,visit agra complet without visit fort king shah jahan imprison place son allow see taj mahal fort,0,0,1,0,1,0,0,0,0,0.61315
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,love rishikesh amaz view experi atmospher bridg load food shop activ right bridg,0,0,1,0,0,0,0,0,0,0.81845
Rishikesh,Lakshman Jhula,famili visit laksman jhula good tourist attract alway good place visit,0,0,1,0,1,0,0,0,0,0.9037
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,great hype earlier amaz fall huge still crowd still attract near mussori,0,0,1,0,0,0,0,0,0,0.9179999999999999
Agra,Mehtab Bagh,must visit place agra especi even time best see reflect entir taj water yamuna river,0,0,1,0,1,0,0,0,0,0.81845
Mussoorie,Lal Tibba,other said realli impress view though drive adventur narrow street lot turn view stand charg insist photograph visit,0,0,1,0,1,0,0,0,0,0.7202
Pushkar,Brahma Temple,much say go feel vibe life least onc,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,differ experi walk lakshman jhula sad part way wheeler ride danger thing till accid take place govt anyth,0,0,1,0,0,0,0,0,0,0.12104999999999999
Agra,Agra Fort,incred wall room amaz handicraft detail marbl stay hour look best fort india opinion nicer delhi one,0,0,1,0,1,0,0,0,0,0.8982
Agra,Agra Fort,agra fort histor fort citi agra india main resid emperor mughal dynasti capit shift agra delhi agra fort unesco world heritag km northwest famous sister monument taj mahal day enough see fort agra fort entranc rs fort well maintain grass land park children like fort visit holiday subject lesson explor live india around world peopl interest see fort behind fort see yamauna river taj mahal view,0,0,1,0,1,0,0,0,0,0.92595
Pushkar,Brahma Temple,perhap bahma templ world even pooja brahmaji perform instead aarti perform pushkar lake brahmaji worship templ curs savitri devi first wife,0,1,1,0,1,0,0,0,0,0.648
Agra,Agra Fort,part agra fort shah jahan imprison son beauti design worth time,0,0,1,0,1,0,0,0,0,0.61315
Mussoorie,Lal Tibba,hire scooter mall road rode way landour via anil cafe amaz view valley mussoori wonder peopl rang sachin tendulkar jayaprada ruskin bond live lal tibba highest point red lal storey structur erect binocular top floor take ticket worth money get see snow cap mountain himalaya go earli morn mr jai singh show sunris gangotri yamunotri tibetan border well,0,0,1,0,0,0,0,0,0,0.79295
Rishikesh,Lakshman Jhula,hang bridg good view ganaga bridg take much time visit place,0,0,1,0,0,0,0,0,0,0.7202
Mussoorie,Camel's Back Road,whole road smell hors poo librari side entri smell distress drop idea ventur pictur palac side better bearabl could see good view,0,0,1,0,1,0,0,0,0,0.5386
Agra,Agra Fort,main attract view get taj mahal river it,0,0,1,0,1,0,0,0,0,0.6806
Agra,Agra Fort,first fort journey impress scale complex retrospect fort jaipur jodhpur interest beauti,0,0,1,0,1,0,0,0,0,0.8548
Agra,Wildlife SOS,wonder place see interact eleph great guid organis could easier ok local phone didnt bath time suggest great anyway,0,0,1,0,1,0,0,0,0,0.96085
Agra,Agra Fort,add privat tour pleasant surpris beauti architectur think better attract taj mahal,0,0,1,0,1,0,0,0,0,0.91355
Agra,Agra Fort,beauti must see ground stun make sure get guid provid insight place,0,0,1,0,1,0,0,0,0,0.6591
Agra,Jama Masjid (Agra),largest mosqu india built mughal emperor shah jahan could enter prayer time muslim allow insid saw mosqu outsid took pic left piti allow insid,0,1,0,0,1,0,0,0,0,0.71075
Agra,Agra Fort,place built perfect set impos along riverfront great vista layout extrem popular rate dont miss book love there,0,0,1,0,1,0,0,0,0,0.913
Rishikesh,Triveni Ghat,kauri pass trek got time stay rishikesh,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,fort huge amaz visit must get room shah imprison take pictur overlook taj breathtak wont regret visit anoth must see,0,0,1,0,1,0,0,0,0,0.78105
Agra,Kalakriti Cultural & Convention Center,visit taj mahal get detail histori taj get must visit place kalakr artist perform excel way storytel total differ show seen taj,0,0,1,0,1,0,0,0,0,0.7294
Agra,Tomb of Itimad-ud-Daulah,good monument visit visit taj see emperor got inspir build taj mahal,0,0,0,0,1,0,0,0,0,0.7202
Agra,Agra Fort,what not,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,classic exampl excel view ruin overcrowd mismanag visit place like overcrowd,0,0,1,0,1,0,0,0,0,0.58895
Mussoorie,Dehradun Zoo,would suggest everi travel tourist pass dehradun place like mussoori dhanaulti take hour hault dehradun zoo stay dehradun sure take time trust zoo wont anoth zoo might feel land anoth planent built effici effect creativ thought zoo top zoo world go it,0,0,1,0,1,0,0,0,0,0.9179999999999999
Rishikesh,Lakshman Jhula,walk monkey shoulder shoulder snatch absolut anyth that hand bike scooter permit bridg bare feet make congest least danger too,0,0,1,0,1,0,0,0,0,0.85815
Mussoorie,Kempty Falls,havent see waterfal differ part india find amus averag waterfal waterfal spectacular artifici pond made bath swim untidi muddi ok photograph around fall better avoid bath pond,1,0,1,0,0,0,0,0,0,0.7202
Agra,Wildlife SOS,friend enjoy visit agra bear rescu center guid interest knowledg wish abl visit eleph rescu center too,0,0,1,0,0,0,0,0,0,0.9511000000000001
Pushkar,Pushkar Lake,place beauti sunset sunris love great spot think medit yoga morn play drum sunset must import thing awar fake priest anb monk eho take make puja lake ask money later,1,1,1,0,1,0,0,0,0,0.91125
Agra,Agra Fort,definit worth guid explain background histori eg guy built taj mahal lock son spend much money put hous arrest bedroom quarter see view taj mahal fort realli worth view,0,0,1,0,1,0,0,0,0,0.55135
Mussoorie,Kempty Falls,noth see hard water left went childhood beauti place ruin much worth go,0,0,1,0,0,0,0,0,0,0.24469999999999997
Rishikesh,Triveni Ghat,nice experi less crowd less dirti compar aarti renown ghat haridwar varanasi etc,0,1,0,0,1,0,0,0,0,0.71075
Agra,Tomb of Itimad-ud-Daulah,must visit exterior beauti done read somewher taj mahal inlay work cue taken structur insid structur bad shape though,0,0,0,0,1,0,0,0,0,0.22885
Agra,Agra Fort,human amaz way fort embodi human abl fort simpli stun classic display indian cultur pretti darn well take pic care let local indian men take pic might charg you,0,0,1,0,1,0,0,0,0,0.8243
Rishikesh,Lakshman Jhula,crowd briedg day monkey stole food dont take care that make place fun origin,0,0,1,0,0,0,0,0,0,0.5855
Rishikesh,Neer Garh Waterfall,awesom trek waterfal maggi local peopl make simpli awesom must have,1,0,1,0,0,0,0,0,0,0.5
Agra,Agra Fort,arriv greet hord govt tour guid guid advis make sure legit guid cost rs would full experi without guid fort tie taj mahal seen visit taj mahal carri number rs rs bill buy card urchin without pull wallet heartbreak hard ignor them,0,0,1,0,1,0,0,0,0,0.8789
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,laxman jhula adjoin tapovan offer sort travel hangout accomod most moder price excel base attend lectur satsang varieti world best spiritu teacher januari april year mooji near ba rishikesh prem baba shantimayi saccha dham ashram atmajyoti aranya kutir tapovan addit welcom attend religi servic rite yoga class etc most donat basi mani yoga teacher institut amount kind categori travel hangout guest hous dip wonder clear clean cold gang mandatori,0,1,1,0,1,0,0,0,0,0.9723999999999999
Agra,Agra Fort,visit agra fort last week red fort delhi like fort structur,0,0,1,0,1,0,0,0,0,0.6806
Agra,Agra Fort,visit fort afternoon alreadi visit taj mahal initi red sandston fort impress insid see white marbl palac shah jehan imprison son becom even impress view taj mahal add whole experi fantast workmanship throughout tour guid bharwan brought life left sun start set red sandston look like fire,0,0,1,0,1,0,0,0,0,0.8548
Agra,Agra Fort,normal guid would take place less hour suggest least hour thourough explor fort,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,arguabl best spot mussori complet great view splendid water fall cabl car seen peopl complain much commercialis would still say great place visit enjoy lot,1,0,1,0,0,0,0,0,0,0.9789
Agra,Mehtab Bagh,locat taj mahal fort nice garden lot tree flower fountain center well maintain author nice place click photo friend famili member uplift area center middl fountain click photo taj mahal fort background bench want rest straight garden taj mahal back fort,0,0,1,0,1,0,0,0,0,0.9511000000000001
Agra,Sheesh Mahal,visit agra fort got opportun view sheesh mahal fantast ornat featur world heritag site certain enhanc visit,0,0,1,0,1,0,0,0,0,0.6366
Agra,Agra Fort,nice fort visit agra get view tajmah greatest fort invinc architectur well design get closer rich indian histori visit place,0,0,1,0,1,0,0,0,0,0.9568
Mussoorie,Lal Tibba,lal tibba landour cantt usual armi occupi best part good place posit side remain suppos doesnt get commerci lal tibba view point littl cafe telescop drive landour steep narrow lane highest point mussoori view awesom small church old british time bunglow letdown peopl visit place someth beauti place noth much see feel wind calm chaar dukan small cafe next church serv excel pancak momo even home made pizza lot variat maggi obvious children teen love place,0,0,1,0,0,0,0,0,0,0.9742500000000001
Agra,Agra Fort,visit agra fort trip around india april arriv earli join queue ride eleph fort eleph well manag folk peddl ware kept us amus wait photo taken ride eleph excel bargain cheap chip fort amaz jeep ride back good well defin recommend attract,0,0,1,0,1,0,0,0,0,0.9721
Agra,Agra Fort,place ive actual paid get visit india dont need guid like get audio tour instead real histori fort made stuff guid outsid fort,0,0,1,0,1,0,0,0,0,0.36224999999999996
Agra,Agra Fort,famili visit agra day trip decid see fort insid cool saw fort includ shah jahan part shah jahan bedroom magnific view taj mahal wed recommend anyon love good bit histori,0,0,1,0,1,0,0,0,0,0.9674499999999999
Pushkar,Pushkar Lake,love place boom usual rajasthani feel colour place hold high valu mytholog stori avoid peopl ask offer prayer start rs ask donat sheer wast time actual piss off,1,1,1,0,1,0,0,0,0,0.5386
Rishikesh,Triveni Ghat,neither haridwar compar varanasi much less commercialis haridwar quit less crowd spiritu experi best call year old aarti,0,1,0,0,1,0,0,0,0,0.81845
Rishikesh,Omkarananda Ashram,good room big bathroom second floor could sit balconi look gang good place stay book beforehand busi,0,0,1,0,1,0,0,0,0,0.85015
Agra,Kalakriti Cultural & Convention Center,stylis romant take well known shah jehan mumtaz mahal stori true histori good bollywood take requir song danc sequenc ham act good fun dont take definit stori,0,0,1,0,1,0,0,0,0,0.9593
Agra,Agra Fort,beauti place visit much histori symbol understand realli help guid visit late afternoon crowd,0,0,1,0,1,0,0,0,0,0.70095
Agra,Agra Fort,beauti architectur lot histori could easili spend hour walk around sit take beauti landscap,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,must see spot use jhulla swing cross river even use motor bike wheeler commut stand jhulla feel adventur,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Bhatta Falls,bhatta fall locat mussoori dehradun road car goe fall day went around water clear cool area clean sinc food stall around restaur main road road fall bad shape pretti steep saw unusu bird butterfli there,1,0,1,0,0,0,0,0,0,0.6591
Agra,Agra Fort,great place turn tire beauti landscap went sunni day left us tier irrit end good go lot crowd dhaba outsid turn cost unhygen overal good,0,0,1,0,1,0,0,0,0,0.9359999999999999
Rishikesh,Kunjapuri Devi Temple,templ top rishikesh templ dedic godess durga mata,0,1,1,0,1,0,0,0,0,0.60115
Pushkar,Brahma Temple,best templ visit india worth look pushkar full activ get someon tour inr more,0,1,1,0,1,0,0,0,0,0.86345
Agra,Mother Teresa's Missionaries of Charity,cant say enough nun peopl run place mother teresa would proud children adult live clean well taken care room facil must work round clock cant imagin wish everyon u could visit place like seem unreal peopl hell bent vaccin children liber hippi fad even terrifi seen polio ill never forget experi,0,1,1,0,0,0,0,0,0,0.83565
Agra,Tomb of Itimad-ud-Daulah,known babi taj tomb model taj mahal small eleg jewel box build first marbl mughal build yamuna river agra fort good view river,0,0,0,0,1,0,0,0,0,0.82985
Rishikesh,Ram Jhula,whenev rishikesh must visit place go urban sip near ram jhula ram jhula widest view gang,0,0,1,0,1,0,0,0,0,0.5
Agra,St. George's Church,st georg cathedr seat bishop agra dioces church establish british high rank british offic sinc servic continu english languag onli,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,view lakshman jhula hill river seren calm awesom drawback usag bridg vehicl actual leav littl space tourist walk click photo without knock horn vehicl slight lose sheen vehicl usag,0,0,1,0,0,0,0,0,0,0.44865
Agra,Mughal Heritage Walk,walk around villag realli interest gave insight life like tradit villag walk approx km get view taj mahla end walk,0,0,1,0,1,0,0,0,0,0.83525
Agra,Gurudwara Guru ka Tal,famous gurudwara locat almost outskirt agra toward delhi quit big sporad crowd langar alway great,0,0,1,0,1,0,0,0,0,0.81245
Agra,Tomb of Itimad-ud-Daulah,interest place time histori recommend guid help make full use visit know small detail add charm understand time live live day what youll find varieti deer roam freeli garden,0,0,1,0,1,0,0,0,0,0.9359999999999999
Agra,Agra Fort,fort quit huge beauti would need around hour see complet lot photo take opportun,0,0,1,0,1,0,0,0,0,0.6591
Agra,Diwan-i-Am Agra Fort,diwan aam place mughal emperor shahjahan use listen grievanc common peopl,0,0,0,0,1,0,0,0,0,0.5
Agra,Wildlife SOS,anyon would like experi work carer bear eleph sanctuari would recommend entir actual particip experi truli reward,0,0,1,0,0,0,0,0,0,0.91355
Agra,Agra Fort,place miss agra easili combin taj mahal done coupl hour nice view taj mahal fort beauti place realli worth visit,0,0,1,0,1,0,0,0,0,0.7383500000000001
Agra,Agra Fort,fort pack full histori taj mahal slight distanc youv made far taj might well visit fort well,0,0,1,0,1,0,0,0,0,0.74695
Agra,Tomb of Itimad-ud-Daulah,went later day taj babi taj worth visit although small beauti much less crowd built taj,0,0,0,0,1,0,0,0,0,0.61315
Rishikesh,Gita Bhavan,moment enter place feel much peac tranquil heart soul left speechless,0,1,0,0,1,0,0,0,0,0.5258
Mussoorie,Camel's Back Road,camel back road call perhap curv hill look like camel back offer seren sight upper himalaya snow clad peak deep valley around point sit relax way well,1,0,1,0,0,0,0,0,0,0.87895
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Pushkar,Brahma Temple,brahmaji templ kind whole world locat pushkar famous landmark,0,1,1,0,1,0,0,0,0,0.7859499999999999
Agra,Agra Fort,worth visit busi still okay realli interest take awhil walk around allow hour take water,0,0,1,0,1,0,0,0,0,0.88585
Rishikesh,Sivananda Ashram,swami sivananda ashram genuin highlight visit rishikesh,0,1,1,0,1,0,0,0,0,0.67
Agra,Agra Fort,beauti place amaz view taj mahal involv lot walk worthwhil tri go guid explain everi room corner detail,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,love architectur colour detail work done hand disappoint garden poor kept,0,0,1,0,1,0,0,0,0,0.6909
Rishikesh,Triveni Ghat,attend ganga aarti start pm appeal sight whole atmospher ceremoni charg good feel attend world famous event found narmada aarti jabalpur attract,0,1,0,0,1,0,0,0,0,0.82985
Agra,Agra Fort,anoth fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,great sight see especi connect taj enjoy learn histori,0,0,1,0,1,0,0,0,0,0.9037
Pushkar,Pushkar Lake,lake connect hindu religion well maintain local peopl govern cover red stone ghat,0,1,1,0,1,0,0,0,0,0.6366
Agra,Agra Fort,magnific fort well worth visit allow plenti time visit see taj mahal fort,0,0,1,0,1,0,0,0,0,0.901
Pushkar,Pushkar Lake,pilgrim spot sensit photo hear festiv day place goe peopl general nice nice sunset show,0,0,1,0,1,0,0,0,0,0.8404
Rishikesh,Sivananda Ashram,rest place swami sivananda,0,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,extrem interest huge fascin must visit attract learn lot histori cultur india stori,0,0,1,0,1,0,0,0,0,0.88915
Agra,Agra Fort,realli visit agra fort red fort agra good guid enter pleas bargain first start paid rs entir tour interest fact fort pleas see jodha akbar u visit u co relat fact clear see clear need red fort delhi,0,0,1,0,1,0,0,0,0,0.94895
Agra,Agra Fort,imagin moat swim crocodil st level fort prowl tiger pretti impenetr eh,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,suspect thus place would better known anoth build town impress fort use varieti purpos year spent pleasant minut wander round arriv short open time heat issu,0,0,1,0,1,0,0,0,0,0.89225
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
